timestamp;buyer;seller;symbol;currency;price;quantity
12100;;;SILVER;DOLLARS;2030.0;2
12100;;;GOLD;DOLLARS;10002.0;1
12100;;;BRONZE;DOLLARS;1979.0;15
12300;;;GOLD;DOLLARS;10002.0;1
12500;;;GOLD;DOLLARS;10002.0;5
13300;;;SILVER;DOLLARS;2032.0;1
13300;;;BRONZE;DOLLARS;1974.0;1
13600;;;BRONZE;DOLLARS;1976.0;5
13700;;;GOLD;DOLLARS;9998.0;1
14000;;;SILVER;DOLLARS;2033.0;1
14000;;;GOLD;DOLLARS;9996.0;1
14000;;;BRONZE;DOLLARS;1976.0;1
14300;;;SILVER;DOLLARS;2031.0;1
14300;;;BRONZE;DOLLARS;1974.0;1
14500;;;SILVER;DOLLARS;2030.0;1
14500;;;SILVER;DOLLARS;2031.0;2
14500;;;BRONZE;DOLLARS;1976.0;1
14500;;;BRONZE;DOLLARS;1977.0;2
14800;;;SILVER;DOLLARS;2030.0;1
14800;;;BRONZE;DOLLARS;1977.0;1
15000;;;SILVER;DOLLARS;2030.0;1
15000;;;BRONZE;DOLLARS;1977.0;1
15100;;;SILVER;DOLLARS;2033.0;1
15100;;;GOLD;DOLLARS;10002.0;1
15200;;;SILVER;DOLLARS;2031.0;7
15200;;;SILVER;DOLLARS;2031.0;1
15200;;;BRONZE;DOLLARS;1977.0;7
15400;;;SILVER;DOLLARS;2033.0;1
15400;;;GOLD;DOLLARS;10002.0;1
15400;;;BRONZE;DOLLARS;1974.0;1
15500;;;SILVER;DOLLARS;2032.0;1
15500;;;SILVER;DOLLARS;2030.0;4
15500;;;BRONZE;DOLLARS;1975.0;1
15500;;;BRONZE;DOLLARS;1972.0;4
15800;;;SILVER;DOLLARS;2030.0;11
15800;;;GOLD;DOLLARS;9998.0;4
15800;;;BRONZE;DOLLARS;1973.0;2
15800;;;BRONZE;DOLLARS;1973.0;9
16200;;;SILVER;DOLLARS;2032.0;1
16200;;;SILVER;DOLLARS;2032.0;3
16200;;;BRONZE;DOLLARS;1970.0;1
16200;;;BRONZE;DOLLARS;1970.0;3
16400;;;SILVER;DOLLARS;2030.0;4
16700;;;SILVER;DOLLARS;2030.0;1
16700;;;BRONZE;DOLLARS;1966.0;1
16800;;;SILVER;DOLLARS;2033.0;2
16800;;;GOLD;DOLLARS;10002.0;2
16800;;;BRONZE;DOLLARS;1968.0;2
17100;;;SILVER;DOLLARS;2030.0;1
17100;;;BRONZE;DOLLARS;1964.0;1
17300;;;GOLD;DOLLARS;9998.0;1
18000;;;BRONZE;DOLLARS;1965.0;5
18200;;;SILVER;DOLLARS;2033.0;7
18200;;;BRONZE;DOLLARS;1968.0;1
18600;;;GOLD;DOLLARS;10002.0;1
18700;;;SILVER;DOLLARS;2031.0;5
18700;;;SILVER;DOLLARS;2031.0;3
18700;;;BRONZE;DOLLARS;1966.0;5
18700;;;BRONZE;DOLLARS;1966.0;3
18900;;;SILVER;DOLLARS;2033.0;2
18900;;;GOLD;DOLLARS;10004.0;1
18900;;;BRONZE;DOLLARS;1967.0;2
19000;;;SILVER;DOLLARS;2030.0;1
19000;;;SILVER;DOLLARS;2031.0;2
19000;;;BRONZE;DOLLARS;1964.0;1
19000;;;BRONZE;DOLLARS;1966.0;2
20100;;;SILVER;DOLLARS;2033.0;12
20100;;;GOLD;DOLLARS;9998.0;1
20100;;;BRONZE;DOLLARS;1972.0;12
20600;;;SILVER;DOLLARS;2033.0;1
20600;;;GOLD;DOLLARS;10004.0;1
20600;;;BRONZE;DOLLARS;1973.0;1
20800;;;SILVER;DOLLARS;2032.0;1
20800;;;BRONZE;DOLLARS;1972.0;1
20900;;;GOLD;DOLLARS;10004.0;1
21100;;;SILVER;DOLLARS;2030.0;2
21100;;;GOLD;DOLLARS;9998.0;1
21100;;;GOLD;DOLLARS;9998.0;1
21100;;;BRONZE;DOLLARS;1972.0;2
21300;;;SILVER;DOLLARS;2030.0;1
21300;;;BRONZE;DOLLARS;1975.0;1
21600;;;SILVER;DOLLARS;2030.0;1
21600;;;GOLD;DOLLARS;10002.0;1
21600;;;BRONZE;DOLLARS;1976.0;1
21800;;;SILVER;DOLLARS;2030.0;1
21900;;;SILVER;DOLLARS;2031.0;1
21900;;;GOLD;DOLLARS;9996.0;1
21900;;;BRONZE;DOLLARS;1977.0;1
22000;;;SILVER;DOLLARS;2031.0;1
22000;;;GOLD;DOLLARS;10000.0;2
22000;;;BRONZE;DOLLARS;1977.0;1
22000;;;BRONZE;DOLLARS;1978.0;2
22100;;;SILVER;DOLLARS;2031.0;1
22100;;;SILVER;DOLLARS;2031.0;1
22100;;;GOLD;DOLLARS;9996.0;1
22100;;;BRONZE;DOLLARS;1976.0;1
22100;;;BRONZE;DOLLARS;1976.0;1
22400;;;GOLD;DOLLARS;10002.0;1
22400;;;GOLD;DOLLARS;10002.0;2
22500;;;GOLD;DOLLARS;10002.0;6
22700;;;SILVER;DOLLARS;2034.0;9
22700;;;BRONZE;DOLLARS;1982.0;9
23200;;;GOLD;DOLLARS;9998.0;1
23300;;;BRONZE;DOLLARS;1983.0;2
23700;;;SILVER;DOLLARS;2034.0;5
23700;;;BRONZE;DOLLARS;1984.0;5
23900;;;SILVER;DOLLARS;2033.0;1
24200;;;GOLD;DOLLARS;9998.0;1
24200;;;BRONZE;DOLLARS;1986.0;1
24200;;;BRONZE;DOLLARS;1984.0;14
24300;;;GOLD;DOLLARS;10002.0;5
24300;;;GOLD;DOLLARS;10002.0;1
24500;;;SILVER;DOLLARS;2030.0;1
24500;;;GOLD;DOLLARS;9998.0;1
24500;;;GOLD;DOLLARS;9998.0;1
24500;;;BRONZE;DOLLARS;1984.0;1
24700;;;SILVER;DOLLARS;2034.0;1
24700;;;GOLD;DOLLARS;10004.0;1
24700;;;BRONZE;DOLLARS;1985.0;1
25100;;;SILVER;DOLLARS;2034.0;2
25100;;;GOLD;DOLLARS;10005.0;2
25100;;;BRONZE;DOLLARS;1984.0;2
25200;;;SILVER;DOLLARS;2031.0;1
25300;;;SILVER;DOLLARS;2031.0;1
25300;;;GOLD;DOLLARS;9996.0;1
25300;;;BRONZE;DOLLARS;1978.0;1
25400;;;SILVER;DOLLARS;2034.0;1
25400;;;GOLD;DOLLARS;10004.0;1
25400;;;BRONZE;DOLLARS;1981.0;1
26400;;;SILVER;DOLLARS;2031.0;1
26400;;;BRONZE;DOLLARS;1974.0;1
26500;;;SILVER;DOLLARS;2034.0;2
26500;;;SILVER;DOLLARS;2033.0;1
26500;;;GOLD;DOLLARS;10002.0;2
26500;;;BRONZE;DOLLARS;1982.0;2
26500;;;BRONZE;DOLLARS;1981.0;1
26600;;;GOLD;DOLLARS;10002.0;3
26700;;;SILVER;DOLLARS;2033.0;2
26700;;;BRONZE;DOLLARS;1976.0;2
26900;;;GOLD;DOLLARS;9998.0;1
27400;;;SILVER;DOLLARS;2031.0;2
27400;;;SILVER;DOLLARS;2031.0;3
27400;;;GOLD;DOLLARS;10004.0;1
27400;;;BRONZE;DOLLARS;1969.0;2
27600;;;GOLD;DOLLARS;9998.0;1
27700;;;SILVER;DOLLARS;2033.0;3
27700;;;GOLD;DOLLARS;9996.0;2
27700;;;GOLD;DOLLARS;9996.0;4
27700;;;BRONZE;DOLLARS;1970.0;3
27900;;;GOLD;DOLLARS;9998.0;4
28000;;;SILVER;DOLLARS;2034.0;1
28000;;;GOLD;DOLLARS;10002.0;1
28000;;;BRONZE;DOLLARS;1974.0;1
28100;;;SILVER;DOLLARS;2031.0;1
28100;;;SILVER;DOLLARS;2031.0;2
28100;;;SILVER;DOLLARS;2031.0;1
28100;;;GOLD;DOLLARS;9995.0;1
28100;;;BRONZE;DOLLARS;1971.0;1
28100;;;BRONZE;DOLLARS;1972.0;3
28600;;;SILVER;DOLLARS;2031.0;1
28600;;;BRONZE;DOLLARS;1971.0;1
28700;;;GOLD;DOLLARS;9996.0;1
28700;;;GOLD;DOLLARS;9996.0;7
29000;;;SILVER;DOLLARS;2034.0;1
29000;;;GOLD;DOLLARS;10005.0;1
29000;;;BRONZE;DOLLARS;1973.0;1
29200;;;GOLD;DOLLARS;10002.0;1
29200;;;GOLD;DOLLARS;10002.0;1
29200;;;BRONZE;DOLLARS;1971.0;2
29300;;;SILVER;DOLLARS;2031.0;1
29300;;;BRONZE;DOLLARS;1972.0;1
29900;;;SILVER;DOLLARS;2031.0;6
29900;;;GOLD;DOLLARS;10002.0;4
30000;;;SILVER;DOLLARS;2032.0;1
30000;;;BRONZE;DOLLARS;1969.0;1
30100;;;SILVER;DOLLARS;2032.0;5
30100;;;BRONZE;DOLLARS;1970.0;5
30700;;;SILVER;DOLLARS;2030.0;1
30700;;;BRONZE;DOLLARS;1960.0;1
31200;;;SILVER;DOLLARS;2030.0;1
31200;;;BRONZE;DOLLARS;1963.0;1
31500;;;SILVER;DOLLARS;2030.0;1
31500;;;BRONZE;DOLLARS;1964.0;1
31700;;;SILVER;DOLLARS;2033.0;1
31700;;;GOLD;DOLLARS;9998.0;1
31700;;;GOLD;DOLLARS;9998.0;3
31700;;;BRONZE;DOLLARS;1966.0;1
32000;;;GOLD;DOLLARS;10002.0;1
32200;;;SILVER;DOLLARS;2032.0;1
32200;;;BRONZE;DOLLARS;1963.0;1
32300;;;GOLD;DOLLARS;10002.0;1
32700;;;GOLD;DOLLARS;10002.0;1
32800;;;SILVER;DOLLARS;2030.0;5
32800;;;BRONZE;DOLLARS;1957.0;5
33600;;;SILVER;DOLLARS;2030.0;1
33600;;;BRONZE;DOLLARS;1955.0;1
33700;;;GOLD;DOLLARS;9998.0;1
33800;;;GOLD;DOLLARS;10002.0;1
33900;;;SILVER;DOLLARS;2033.0;2
33900;;;GOLD;DOLLARS;10005.0;2
33900;;;BRONZE;DOLLARS;1959.0;2
34200;;;SILVER;DOLLARS;2030.0;1
34200;;;SILVER;DOLLARS;2030.0;1
34200;;;GOLD;DOLLARS;9996.0;1
34200;;;GOLD;DOLLARS;9995.0;2
34200;;;GOLD;DOLLARS;9996.0;2
34200;;;BRONZE;DOLLARS;1957.0;1
34200;;;BRONZE;DOLLARS;1957.0;1
34300;;;SILVER;DOLLARS;2030.0;1
34300;;;SILVER;DOLLARS;2030.0;1
34300;;;SILVER;DOLLARS;2030.0;9
34300;;;BRONZE;DOLLARS;1957.0;1
34300;;;BRONZE;DOLLARS;1957.0;10
34400;;;SILVER;DOLLARS;2030.0;1
34400;;;BRONZE;DOLLARS;1957.0;1
34700;;;GOLD;DOLLARS;9998.0;5
34800;;;GOLD;DOLLARS;10002.0;1
34900;;;BRONZE;DOLLARS;1959.0;1
35200;;;SILVER;DOLLARS;2030.0;1
35200;;;BRONZE;DOLLARS;1958.0;1
35500;;;SILVER;DOLLARS;2030.0;1
35600;;;SILVER;DOLLARS;2030.0;1
35600;;;BRONZE;DOLLARS;1957.0;1
35700;;;GOLD;DOLLARS;10002.0;1
35700;;;GOLD;DOLLARS;10002.0;1
35900;;;SILVER;DOLLARS;2032.0;1
35900;;;BRONZE;DOLLARS;1960.0;1
36000;;;GOLD;DOLLARS;9998.0;1
36300;;;SILVER;DOLLARS;2030.0;1
36500;;;GOLD;DOLLARS;9996.0;1
36700;;;SILVER;DOLLARS;2030.0;1
36700;;;SILVER;DOLLARS;2030.0;1
36700;;;GOLD;DOLLARS;10002.0;1
36700;;;BRONZE;DOLLARS;1957.0;1
36800;;;GOLD;DOLLARS;10002.0;1
36800;;;BRONZE;DOLLARS;1961.0;3
37100;;;SILVER;DOLLARS;2032.0;1
37100;;;BRONZE;DOLLARS;1963.0;1
37200;;;GOLD;DOLLARS;9998.0;1
37300;;;GOLD;DOLLARS;10002.0;7
37300;;;GOLD;DOLLARS;10002.0;5
37400;;;SILVER;DOLLARS;2029.0;9
37400;;;BRONZE;DOLLARS;1958.0;9
37700;;;SILVER;DOLLARS;2032.0;1
37700;;;BRONZE;DOLLARS;1959.0;1
37900;;;SILVER;DOLLARS;2032.0;1
37900;;;SILVER;DOLLARS;2030.0;9
37900;;;BRONZE;DOLLARS;1959.0;1
37900;;;BRONZE;DOLLARS;1957.0;9
38100;;;SILVER;DOLLARS;2030.0;1
38100;;;BRONZE;DOLLARS;1955.0;1
38200;;;GOLD;DOLLARS;9998.0;5
38200;;;GOLD;DOLLARS;9998.0;2
38400;;;SILVER;DOLLARS;2030.0;1
38400;;;BRONZE;DOLLARS;1957.0;1
38500;;;SILVER;DOLLARS;2032.0;1
38500;;;GOLD;DOLLARS;10002.0;1
38500;;;BRONZE;DOLLARS;1958.0;1
38600;;;GOLD;DOLLARS;10002.0;5
38800;;;SILVER;DOLLARS;2032.0;4
38900;;;GOLD;DOLLARS;10002.0;4
39400;;;SILVER;DOLLARS;2032.0;1
39400;;;GOLD;DOLLARS;10004.0;1
39400;;;BRONZE;DOLLARS;1961.0;1
39600;;;SILVER;DOLLARS;2029.0;9
39600;;;GOLD;DOLLARS;10005.0;2
39600;;;BRONZE;DOLLARS;1957.0;9
39700;;;SILVER;DOLLARS;2033.0;1
39700;;;GOLD;DOLLARS;10005.0;8
39700;;;GOLD;DOLLARS;9995.0;2
39700;;;GOLD;DOLLARS;10005.0;1
39700;;;BRONZE;DOLLARS;1961.0;1
40100;;;GOLD;DOLLARS;10002.0;1
40300;;;SILVER;DOLLARS;2029.0;2
40300;;;SILVER;DOLLARS;2029.0;2
40300;;;GOLD;DOLLARS;9996.0;1
40300;;;GOLD;DOLLARS;9996.0;5
40800;;;SILVER;DOLLARS;2032.0;9
40800;;;BRONZE;DOLLARS;1950.0;9
41200;;;SILVER;DOLLARS;2031.0;3
41400;;;SILVER;DOLLARS;2029.0;1
41400;;;BRONZE;DOLLARS;1938.0;1
41500;;;SILVER;DOLLARS;2030.0;2
41500;;;GOLD;DOLLARS;9998.0;1
41500;;;BRONZE;DOLLARS;1942.0;2
41900;;;SILVER;DOLLARS;2029.0;2
41900;;;BRONZE;DOLLARS;1944.0;2
42200;;;SILVER;DOLLARS;2029.0;2
42200;;;GOLD;DOLLARS;9995.0;2
42200;;;BRONZE;DOLLARS;1949.0;2
42300;;;SILVER;DOLLARS;2030.0;1
42300;;;SILVER;DOLLARS;2030.0;6
42300;;;SILVER;DOLLARS;2032.0;1
42300;;;SILVER;DOLLARS;2030.0;1
42300;;;GOLD;DOLLARS;10005.0;1
42300;;;BRONZE;DOLLARS;1947.0;1
42300;;;BRONZE;DOLLARS;1946.0;4
42300;;;BRONZE;DOLLARS;1946.0;2
42300;;;BRONZE;DOLLARS;1948.0;1
42500;;;SILVER;DOLLARS;2028.0;1
42500;;;BRONZE;DOLLARS;1946.0;1
42700;;;SILVER;DOLLARS;2028.0;1
42700;;;BRONZE;DOLLARS;1949.0;1
43200;;;SILVER;DOLLARS;2029.0;2
43200;;;GOLD;DOLLARS;10002.0;1
43200;;;BRONZE;DOLLARS;1949.0;2
43400;;;BRONZE;DOLLARS;1947.0;1
43800;;;GOLD;DOLLARS;9998.0;1
44000;;;GOLD;DOLLARS;10002.0;4
44100;;;SILVER;DOLLARS;2028.0;1
44100;;;SILVER;DOLLARS;2028.0;2
44100;;;GOLD;DOLLARS;9996.0;2
44100;;;BRONZE;DOLLARS;1948.0;1
44100;;;BRONZE;DOLLARS;1948.0;2
44200;;;GOLD;DOLLARS;9998.0;2
44500;;;SILVER;DOLLARS;2028.0;1
44500;;;GOLD;DOLLARS;9996.0;1
44500;;;BRONZE;DOLLARS;1947.0;1
44700;;;SILVER;DOLLARS;2028.0;1
44700;;;GOLD;DOLLARS;9996.0;1
44700;;;BRONZE;DOLLARS;1948.0;1
45100;;;SILVER;DOLLARS;2029.0;7
45100;;;GOLD;DOLLARS;9998.0;1
45100;;;BRONZE;DOLLARS;1947.0;7
45300;;;SILVER;DOLLARS;2029.0;1
45300;;;SILVER;DOLLARS;2032.0;15
45300;;;GOLD;DOLLARS;9998.0;1
45300;;;BRONZE;DOLLARS;1947.0;1
45300;;;BRONZE;DOLLARS;1950.0;15
45600;;;SILVER;DOLLARS;2031.0;1
45600;;;BRONZE;DOLLARS;1949.0;1
46000;;;GOLD;DOLLARS;9996.0;2
46000;;;GOLD;DOLLARS;9996.0;1
46000;;;GOLD;DOLLARS;9998.0;5
46100;;;SILVER;DOLLARS;2029.0;1
46300;;;SILVER;DOLLARS;2031.0;1
46300;;;BRONZE;DOLLARS;1948.0;1
46400;;;BRONZE;DOLLARS;1948.0;10
46500;;;SILVER;DOLLARS;2030.0;1
46500;;;BRONZE;DOLLARS;1946.0;1
46800;;;SILVER;DOLLARS;2030.0;5
46800;;;GOLD;DOLLARS;9998.0;1
46800;;;BRONZE;DOLLARS;1948.0;5
46900;;;SILVER;DOLLARS;2032.0;1
46900;;;BRONZE;DOLLARS;1949.0;1
47000;;;SILVER;DOLLARS;2029.0;2
47000;;;GOLD;DOLLARS;9995.0;2
47000;;;BRONZE;DOLLARS;1948.0;2
47100;;;BRONZE;DOLLARS;1947.0;1
47200;;;SILVER;DOLLARS;2032.0;1
47200;;;BRONZE;DOLLARS;1949.0;1
47200;;;BRONZE;DOLLARS;1949.0;3
47200;;;BRONZE;DOLLARS;1949.0;1
47600;;;SILVER;DOLLARS;2030.0;2
47600;;;GOLD;DOLLARS;9995.0;2
47600;;;BRONZE;DOLLARS;1945.0;2
47700;;;GOLD;DOLLARS;9998.0;1
48300;;;SILVER;DOLLARS;2031.0;1
48300;;;BRONZE;DOLLARS;1950.0;1
48400;;;SILVER;DOLLARS;2032.0;5
48400;;;BRONZE;DOLLARS;1953.0;5
48700;;;GOLD;DOLLARS;10002.0;2
48900;;;SILVER;DOLLARS;2029.0;1
48900;;;BRONZE;DOLLARS;1952.0;1
49100;;;SILVER;DOLLARS;2029.0;2
49100;;;GOLD;DOLLARS;9998.0;2
49100;;;BRONZE;DOLLARS;1951.0;2
49300;;;SILVER;DOLLARS;2031.0;1
49700;;;GOLD;DOLLARS;10002.0;1
49800;;;GOLD;DOLLARS;9998.0;1
49900;;;GOLD;DOLLARS;10002.0;1
50100;;;SILVER;DOLLARS;2032.0;8
50100;;;SILVER;DOLLARS;2032.0;2
50100;;;GOLD;DOLLARS;10004.0;2
50100;;;BRONZE;DOLLARS;1956.0;8
50100;;;BRONZE;DOLLARS;1956.0;2
50300;;;GOLD;DOLLARS;10002.0;1
50400;;;GOLD;DOLLARS;10002.0;4
50600;;;SILVER;DOLLARS;2031.0;1
50600;;;BRONZE;DOLLARS;1954.0;1
50800;;;GOLD;DOLLARS;9998.0;1
51300;;;SILVER;DOLLARS;2029.0;9
51300;;;BRONZE;DOLLARS;1948.0;9
51600;;;SILVER;DOLLARS;2029.0;13
51600;;;BRONZE;DOLLARS;1949.0;13
52000;;;SILVER;DOLLARS;2029.0;3
52000;;;SILVER;DOLLARS;2029.0;7
52000;;;BRONZE;DOLLARS;1951.0;3
52000;;;BRONZE;DOLLARS;1951.0;1
52000;;;BRONZE;DOLLARS;1951.0;6
52300;;;SILVER;DOLLARS;2031.0;5
52300;;;SILVER;DOLLARS;2031.0;1
52300;;;SILVER;DOLLARS;2029.0;2
52300;;;BRONZE;DOLLARS;1949.0;1
52300;;;BRONZE;DOLLARS;1948.0;5
52600;;;SILVER;DOLLARS;2029.0;15
52600;;;BRONZE;DOLLARS;1948.0;15
52700;;;SILVER;DOLLARS;2029.0;2
52700;;;GOLD;DOLLARS;9995.0;2
52700;;;GOLD;DOLLARS;9998.0;1
52700;;;BRONZE;DOLLARS;1947.0;2
53200;;;SILVER;DOLLARS;2033.0;12
53200;;;BRONZE;DOLLARS;1952.0;12
53400;;;SILVER;DOLLARS;2030.0;1
53400;;;BRONZE;DOLLARS;1951.0;1
53500;;;SILVER;DOLLARS;2029.0;8
53500;;;BRONZE;DOLLARS;1950.0;8
53600;;;SILVER;DOLLARS;2029.0;1
53600;;;GOLD;DOLLARS;9998.0;2
53600;;;BRONZE;DOLLARS;1950.0;1
53900;;;SILVER;DOLLARS;2031.0;1
53900;;;SILVER;DOLLARS;2029.0;5
53900;;;BRONZE;DOLLARS;1952.0;1
53900;;;BRONZE;DOLLARS;1949.0;5
54400;;;SILVER;DOLLARS;2029.0;1
54400;;;BRONZE;DOLLARS;1951.0;1
54500;;;BRONZE;DOLLARS;1950.0;1
54700;;;GOLD;DOLLARS;9998.0;1
55000;;;SILVER;DOLLARS;2029.0;3
55000;;;SILVER;DOLLARS;2029.0;1
55000;;;SILVER;DOLLARS;2029.0;8
55000;;;SILVER;DOLLARS;2032.0;1
55000;;;GOLD;DOLLARS;9998.0;1
55000;;;BRONZE;DOLLARS;1949.0;3
55000;;;BRONZE;DOLLARS;1949.0;1
55000;;;BRONZE;DOLLARS;1949.0;1
56600;;;GOLD;DOLLARS;10004.0;1
56700;;;SILVER;DOLLARS;2029.0;1
56700;;;BRONZE;DOLLARS;1947.0;1
56800;;;SILVER;DOLLARS;2029.0;1
56800;;;BRONZE;DOLLARS;1946.0;1
57000;;;SILVER;DOLLARS;2029.0;13
57000;;;SILVER;DOLLARS;2029.0;2
57000;;;GOLD;DOLLARS;9995.0;2
57000;;;BRONZE;DOLLARS;1946.0;13
57000;;;BRONZE;DOLLARS;1946.0;2
57300;;;GOLD;DOLLARS;10002.0;1
57400;;;SILVER;DOLLARS;2029.0;1
57400;;;BRONZE;DOLLARS;1942.0;1
58000;;;SILVER;DOLLARS;2032.0;1
58000;;;BRONZE;DOLLARS;1948.0;1
58100;;;SILVER;DOLLARS;2030.0;1
58100;;;BRONZE;DOLLARS;1946.0;1
58400;;;SILVER;DOLLARS;2030.0;4
58800;;;GOLD;DOLLARS;9998.0;1
58900;;;GOLD;DOLLARS;9998.0;1
59000;;;GOLD;DOLLARS;9998.0;9
59100;;;GOLD;DOLLARS;9998.0;2
59300;;;GOLD;DOLLARS;9998.0;1
59300;;;GOLD;DOLLARS;9998.0;2
59400;;;GOLD;DOLLARS;10002.0;3
59800;;;SILVER;DOLLARS;2030.0;5
59800;;;BRONZE;DOLLARS;1949.0;5
59900;;;SILVER;DOLLARS;2032.0;2
59900;;;GOLD;DOLLARS;10004.0;2
59900;;;GOLD;DOLLARS;10002.0;1
59900;;;BRONZE;DOLLARS;1949.0;2
60100;;;SILVER;DOLLARS;2029.0;9
60100;;;GOLD;DOLLARS;9998.0;1
60100;;;BRONZE;DOLLARS;1946.0;9
60200;;;GOLD;DOLLARS;9998.0;1
60400;;;GOLD;DOLLARS;9998.0;2
60500;;;SILVER;DOLLARS;2029.0;15
60500;;;SILVER;DOLLARS;2029.0;1
60500;;;GOLD;DOLLARS;9996.0;1
60500;;;BRONZE;DOLLARS;1944.0;15
60500;;;BRONZE;DOLLARS;1944.0;1
